Date,3mo_Tbill
14/05/2021,0.01
17/05/2021,0.02
18/05/2021,0.02
19/05/2021,0.01
20/05/2021,0.01
21/05/2021,0.01
24/05/2021,0.02
25/05/2021,0.02
26/05/2021,0.02
27/05/2021,0.02
28/05/2021,0.01
31/05/2021,.
01/06/2021,0.02
02/06/2021,0.02
03/06/2021,0.02
04/06/2021,0.02
07/06/2021,0.02
08/06/2021,0.02
09/06/2021,0.03
